Food Code,Name,Food Category,Base Value,Sub Group Code,Validation Error,Validation Overridden,Description,Dilution,Max Weight,Comment,Edible Portion,Deleted Food Flag,Water,Estimate,Total nitrogen,Estimate,Nitrogen conversion factor,Estimate,Protein,Estimate,Fat,Estimate,Carbohydrate,Estimate,Energy (kcal),Estimate,Energy (kJ),Estimate,Alcohol,Estimate,Englyst fibre,Estimate,Southgate fibre,Estimate,Starch,Estimate,Total sugars,Estimate,Non-milk extrinsic sugars,Estimate,Intrinsic and milk sugars,Estimate,Glucose,Estimate,Fructose,Estimate,Sucrose,Estimate,Maltose,Estimate,Lactose,Estimate,Other sugars,Estimate,Satd FA,Estimate,Cis-Mon FA,Estimate,Cis-n3 FA,Estimate,Cis-n6 FA,Estimate,Trans FA,Estimate,Cholesterol,Estimate,Retinol,Estimate,Total carotene,Estimate,Alpha-carotene,Estimate,Beta-carotene,Estimate,Beta cryptoxanthin,Estimate,Vitamin A,Estimate,Vitamin D,Estimate,Thiamin,Estimate,Riboflavin,Estimate,Niacin,Estimate,Tryptophan/60,Estimate,Niacin equivalent,Estimate,Vitamin C,Estimate,Vitamin E,Estimate,Vitamin B6,Estimate,Vitamin B12,Estimate,Folate,Estimate,Pantothenic acid,Estimate,Biotin,Estimate,Sodium,Estimate,Potassium,Estimate,Calcium,Estimate,Magnesium,Estimate,Phosphorus,Estimate,Iron,Estimate,Haem iron,Estimate,Non-haem iron,Estimate,Copper,Estimate,Zinc,Estimate,Chloride,Estimate,Iodine,Estimate,Manganese,Estimate,Selenium,Estimate
2486,SOUP CONDENSED (MILK&WATER),R,100,50C,FALSE,FALSE,,1,600,,1,FALSE,85,,0.3,,6.28,,1.8,,4.3,,6.4,,70,,294,,0,,0.1,,,Yes,3,,3.4,,2.3,Yes,1.1,Yes,0.5,,0.6,,1,,0.2,,1.1,,0,,1.83,,1.6,,0.1,,0.38,,0.12,,4,Yes,8,,105,,0,,102,Yes,6,Yes,25,,0,,0.03,,0.07,,0.5,,0.3,,0.8,,0.3,,0.1,Yes,0,Yes,0.2,,8,Yes,0.2,Yes,1,Yes,216,,144,,47,,8,,43,,0.3,,0.1,Yes,0.3,Yes,0.04,,0.3,,337,,13,Yes,0.03,,0,
2487,SOUP CONDENSED (MILK ONLY),R,100,50C,FALSE,FALSE,,1,600,,1,FALSE,81.9,,0.4,,6.32,,2.7,,5.3,,7.5,,86,,363,,0,,0.1,,,Yes,3,,4.5,,2.3,Yes,2.2,Yes,0.5,,0.6,,1,,0.2,,2.2,,0,,2.44,,1.83,,0.1,,0.41,,0.14,,7,Yes,16,,110,,0,,106,Yes,6,Yes,34,,0,,0.03,,0.13,,0.5,,0.5,,1,,0.5,,0.1,Yes,0.1,Yes,0.4,,9,Yes,0.3,Yes,2,Yes,226,,182,,77,,11,,67,,0.3,,0.1,Yes,0.3,Yes,0.04,,0.4,,359,,20,Yes,0.03,,1,
2488,SOUP OTHER CONDENSED (WATER),R,100,50C,FALSE,FALSE,,1,600,,1,FALSE,89,,0.2,,6.25,,1,,3.3,,7.6,,61,,258,,0,,0.1,,0.1,,3.8,,3.7,,3.7,Yes,0,,0.9,,1,,1.7,,0.2,,0,,0,,0.35,,2.15,,0.12,,0.41,,0.09,,1,,0,,100,,0,,97,Yes,6,Yes,17,,0,,0.08,,0.04,,0.4,,0.2,,0.6,,0,,0.1,,0,,0,,6,,0.1,,1,,250,,91,,14,,5,,26,,0.3,,0,Yes,0.3,Yes,0.02,,0.1,,405,,3,,0.04,,0,
2489,SWEETCORN CHOWDER,R,100,50D,FALSE,FALSE,,1,600,,1,FALSE,72.6,,0.5,,12.22,,3,,6,,14.8,,122,,511,,0,,1.4,,2.4,,12.9,,1.9,,0,,1.9,,0.4,,0.3,,0.8,,0.1,,0,,0.3,,1.86,,2.41,,0.2,,1.04,,0.01,,1,,47,,109,,1,Yes,64,Yes,92,Yes,65,,0.52,,0.11,,0.05,,1.6,,0.4,,2,,7.7,,1.2,Yes,0.1,Yes,0,Yes,19,,0.3,Yes,1,Yes,324,Yes,152,,11,,19,,52,,0.5,,0,Yes,0.5,Yes,0.04,,0.3,,313,Yes,3,Yes,0.15,,1,Yes
2490,VEGETABLE SOUP WITH PULSES,R,100,50D,FALSE,FALSE,,1,600,,1,FALSE,89.9,,0.3,,12.25,,1.9,,0.4,,5.5,,32,,133,,0,,1,,1.3,,4.1,,1.4,,0,,1.4,,0.3,,0.3,,0.6,,0,,0,,0.2,,0.1,,0.1,,0.02,,0.1,,0.01,,0,,0,,1900,,564,Yes,1618,Yes,0,Yes,317,,0,,0.08,,0.02,,0.6,,0.3,,0.8,,2.3,,0.2,Yes,0.1,Yes,0,Yes,12,,0.1,Yes,0,Yes,175,Yes,110,,12,,8,,29,,0.6,,0,Yes,0.6,Yes,0.04,,0.3,,153,Yes,2,Yes,0.12,Yes,1,Yes
2491,LOW CALORIE SOUP CANNED,F,100,50C,FALSE,FALSE,,1,600,Code updated for NDNS rolling prog pilot study.  18/12/06 NK..,1,FALSE,93.3,,0.1,,6.25,,0.9,,0.2,,6.7,,31,,131,,0,,0,,0,,4.7,,2,,2,Yes,0,Yes,1,,1,,0,,0,,0,,0,,0.07,,0.09,,0,,0.03,,0,,0,,0,,430,,0,Yes,430,Yes,0,Yes,72,,0,,0.35,,0.14,,2,,0.1,,2.1,,0,,0.1,,0.2,,0,,10,,0.1,,1,,220,,130,,13,,7,,17,,0.3,,0,,0.3,,0.01,,0.1,,350,,16,,0.05,,0,
2492,LOW CALORIE SOUP PACKET (AS SERVED),F,100,50C,FALSE,FALSE,,1,600,Code updated for NDNS rolling prog pilot study.  18/12/06 NK..,1,FALSE,93.1,,0.1,,6.25,,0.9,,0.7,,5,,29,,122,,0,,0,,0,,3.4,,1.6,,1.6,Yes,0,Yes,0.1,,0.1,,0.2,,0,,0,,1.2,,0.23,,0.3,,0.02,,0.11,,0.02,,0,,0,,430,,0,Yes,430,Yes,0,Yes,72,,0,,0.35,,0.14,,2,,0.1,,2.1,,0,,0.1,,0.2,,0,,10,,0.1,,1,,250,,46,,20,,3,,23,,0.7,,0,,0.7,,0.01,,0.1,,350,,16,,0.03,,0,
2493,VENDING MACHINE SOUP,R,100,50C,FALSE,FALSE,,1,600,,1,FALSE,92.4,,0.1,,6.25,,0.4,,1.1,,5.5,,33,,137,,0,,0.2,,0.2,,3.3,,2.3,,2.3,Yes,0,Yes,0.2,,0.3,,1.4,,0,,0,,0.3,,0.53,,0.24,,0,,0.02,,0.22,,0,,0,,505,,0,Yes,489,Yes,32,Yes,84,,0,,0,,0,,0,,0,,0,,0,,0,,0.1,,0,,4,,0.1,,1,,216,,67,,8,,3,,22,,0.1,,0,,0.1,,0.02,,0,,348,,6,Yes,0.02,,0,
2494,SCOTCH BROTH CANNED,F,100,50C,FALSE,FALSE,,1,600,Code updated for NDNS rolling prog pilot study.  18/12/06 NK..,1,FALSE,72.4,Yes,0.4,,6.25,,2.2,,2.2,,7.4,,57,,238,,0,,0.6,,0.6,Yes,6.5,Yes,0.9,Yes,0.9,Yes,0,Yes,0.2,,0.2,,0.5,,0,,0,,0,,1.07,,0.59,,0.05,,0.1,,0.19,,12,,0,,750,,0,Yes,750,Yes,0,Yes,125,,0,,0.03,,0.05,,1.7,,1.8,,3.4,,0,,0.1,,0.1,,0.2,,5,,0.2,,0,,260,Yes,68,,11,,7,,51,,0.2,,0,,0.2,,0.16,,1.4,,390,Yes,2,,0.07,,1,Yes
2501,BLUE CHEESE THOUSAND ISLAND DRESSING,F,100,50R,FALSE,FALSE,,1,40,,1,FALSE,43,,0.3,,6.25,,1.6,,38.3,,10.6,,390,,1633,,0,,0,,0,,1.3,,9.3,,9.3,,0,,4.5,,3.4,,1.3,,0,,0,,0,,5.89,,11.3,,2.98,,15.07,,0.77,,31,,40,,0,,0,,0,,0,,40,,0.5,,0.03,,0.06,,0,,0.7,,0.7,,0,,2.5,,0.1,,0.5,,7,,0.5,,6,,1000,,89,,41,,8,,47,,0.4,,0,,0.4,,0.03,,0.3,,1400,,11,,0.06,,1,
2502,BAKING POWDER,F,100,50R,FALSE,TRUE,,1,1,,1,FALSE,6.3,,0.8,,6.25,,5.2,,0,,37.8,,163,,693,,0,,0,,0,,37.8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,11800,,49,,1130,,9,,8430,,0,,0,,0,,0,,2.8,,29,,0,,0,,0,
2503,BATTER COATING RAW,R,100,50R,FALSE,FALSE,,1,1,,1,FALSE,56.7,,1.2,,6.1,,7.2,,3.9,,32.1,,184,,783,,0,,1.3,,,,30,,2.1,,0,,2.1,,0,,0,,0.2,,0,,1.9,,0,,1.69,,1.12,,0.03,,0.37,,0.03,,71,,37,,8,,0,,8,,0,,39,,0.59,,0.13,,0.21,,0.7,,1.7,,2.4,,0.9,,0.5,Yes,0.1,,0.8,,18,,0.6,,5,,231,,159,,95,,16,,117,,1,,0,,1,,0.07,,0.6,,405,,22,,0.27,,6,Yes
2505,CHILLI POWDER,F,100,50R,FALSE,FALSE,,1,10,,1,FALSE,7.8,,2,,6.25,,12.3,,16.8,,33.8,Yes,327,,1372,,0,,23,Yes,24.8,Yes,22.6,Yes,11.2,Yes,0,,11.2,,5.4,Yes,5.8,Yes,0,Yes,0,,0,,0,Yes,2.71,Yes,1.59,Yes,1.16,Yes,9.59,Yes,0,Yes,0,,0,,21000,,0,Yes,21000,Yes,0,Yes,3500,,0,,0.35,,0.79,,7.9,,2.6,,10.5,,0,,2.7,Yes,0.4,Yes,0,,0,,1.3,,7,Yes,1010,,1920,,280,,170,,300,,14.3,,0,,14.3,,0.43,,2.7,,1510,,2,Yes,2.2,,6,Yes
2508,CURRY POWDER,F,100,50R,FALSE,TRUE,,1,10,,1,FALSE,8.5,,1.5,,6.25,,9.5,,10.8,,26.1,,233,,979,,0,,23,,23,,0,,26.1,,0,,26.1,,13.1,,10.7,,2.4,,0,,0,,0,,1.29,,2.19,,0.29,,6.53,,0,,0,,0,,100,,0,Yes,100,Yes,0,Yes,17,,0,,0.25,,0.28,,3.5,,2.6,,6.1,,0,,0,,0,,0,,0,,0,,0,,450,,1830,,640,,280,,270,,58.3,,0,,58.3,,1.04,,4.1,,470,,5,,4.7,,17,Yes
2509,GELATIN,F,100,50R,FALSE,FALSE,,1,1,,1,FALSE,13,,13.5,,6.25,,84.4,,0,,0,,338,,1435,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,32,,22,,11,,0,,0,,0,,0,,0,,0.05,,0.2,,0,,0,,0,,19,
2510,GINGER GROUND,F,100,50R,FALSE,FALSE,,1,10,,1,FALSE,9.4,,1.2,,6.25,,7.4,,3.3,,60,,284,,1207,,0,,0,,5.9,,40.2,,19.8,,0,,19.8,,9.6,,10.2,,0,,0,,0,,0,,1.88,,1.12,,0,,0.15,,0,,0,,0,,220,,0,Yes,220,Yes,0,Yes,37,,0,,0.05,,0.19,,5.1,,0.9,,6,,0,,0,,1,,0,,0,,1.3,,0,,34,,910,,97,,130,,140,,46.8,,0,,46.8,,0.45,,4.7,,40,,3,,28,,39,Yes
2512,MUSTARD POWDER,F,100,50R,FALSE,FALSE,,1,10,,1,FALSE,80,,4.6,,6.25,,28.9,,28.7,,20.7,,452,,1884,,0,,0,,0,,0,,20.7,,0,,20.7,,10.3,,8.5,,1.9,,0,,0,,0,,1.67,,16.65,,3.51,,5.6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.5,,8.5,,15,,0,,0,,0,,0,,0,,0,,0,,5,,940,,330,,260,,180,,9.5,,0,,9.5,,0.2,,6.5,,62,,1,,1.7,,160,Yes
2515,OXO CUBES,F,100,50R,FALSE,FALSE,,1,20,"Changed NaCl for NDBNS RP Yr4 update (based on OXO beef, lamb, chicken and veg) MD 14/07/11",1,FALSE,5.9,,2.6,,6.25,,16.1,,14,,10.7,,231,,963,,0,,0,,0,,8.6,,2.1,,2.1,,0,,0.1,,0.5,,1.5,,0,,0,,0,,5.41,,5.12,,0.41,,1.56,,0.39,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,24.4,,0.8,,25.2,,0,,0,Yes,1.3,Yes,0.5,Yes,16,,0,Yes,0,Yes,11560,,426,,68,,41,,185,,3,,1.2,Yes,1.8,Yes,0.28,,0.8,,9560,,44,Yes,0.24,,28,Yes
2517,PARSLEY DRIED,F,100,50R,FALSE,TRUE,,1,10,,1,FALSE,9,,2.5,,6.25,,15.8,,7,,14.5,,181,,760,,0,,26.9,,44.7,,2.1,,12.4,,0,,12.4,,7.5,,4.8,,0.1,,0,,0,,0,,0.84,,0.41,,3.5,,0.7,,0,,0,,0,,21750,,0,,21750,,0,,3625,,0,,0.33,,0.32,,5.4,,2.9,,8.2,,120,,9.1,,0.4,,0,,280,,1.6,,2,,180,,4090,,1080,,120,,340,,41.5,,0,,41.5,,0.16,,3.8,,860,,8,,1.1,,5,
2518,PEPPER,F,100,50R,FALSE,FALSE,,1,10,,1,FALSE,10.5,,1.7,,6.25,,10.9,,3.3,,68,,328,,1395,,0,,0,,13.1,,51,,17,,0,,17,,8.5,,7,,1.5,,0,,0,,0,,0.68,,0.69,,0.12,,0.68,,0,,0,,0,,115,,0,Yes,115,Yes,0,Yes,19,,0,,0.11,,0.24,,1.1,,2.2,,3.3,,0,,11,,0.5,,0,,0,,2.7,,1,,44,,1260,,430,,190,,170,,11.2,,0,,11.2,,1.13,,1.4,,60,,2,,6.5,,3,
2521,SALT BLOCK,F,100,50R,FALSE,FALSE,,1,10,,1,FALSE,0.2,,0,,6.25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,38700,,0,,230,,140,,0,,0.3,,0,,0.3,,0.39,,0,Yes,59600,,44,,1.5,,0,Yes
2522,SALT TABLE,F,100,50R,FALSE,FALSE,,1,10,,1,FALSE,0,,0,,6.25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,39300,,89,,5,,76,,0,,0.3,,0,,0.3,,0.08,,0,,59900,,44,,0,,0,Yes
2525,VINEGAR,F,100,50R,FALSE,FALSE,,1,10,,1,FALSE,98,,0.1,,6.25,,0.4,,0,,0.6,,4,,16,,0,,0,,0,,0,,0.6,,0.6,,0,,0.3,,0.3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,34,,3,,4,,10,,0,,0,,0,,0,,0,,47,,8,Yes,0,,1,
2527,MEDICINE IN ANY FORM,F,100,50R,FALSE,FALSE,,1,150,,1,FALSE,0,,0,,6.25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2528,CINNAMON,F,100,50R,FALSE,TRUE,,1,10,,1,FALSE,9.5,,0.6,,6.25,,3.9,,3.2,,60,,269,,1145,,0,,0,Yes,5.9,,40.2,,19.8,,0,,19.8,,9.6,,10.2,,0,,0,,0,,0,,1.82,,1.09,,0,,0.15,,0,,0,,0,,155,,0,,155,Yes,0,,26,,0,,0.08,,0.14,,1.3,,0.8,,2.1,,0,,0,,1,,0,,0,,1.3,,0,,26,,500,,1230,,56,,61,,38.1,,0,,38.1,,0.46,,2,,40,,3,,5.7,,15,
2529,YEAST COMPRESSED,F,100,50R,FALSE,TRUE,,1,1,"mw6 1234
updated 25/04/05",1,FALSE,70,,2,,5.64,,11.4,,0.4,,1.1,,53,,226,,0,,6.2,,6.2,,1.1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.06,,0.1,,0,,0.16,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.71,,1.7,,11,,2,,13,,0,,0,,0.6,,0,,1250,,3.5,,60,,16,,610,,25,,59,,390,,5,,0,,5,,1.6,,3.2,,20,,1,,0.53,,8,Yes
2530,YEAST DRIED,F,100,50R,FALSE,TRUE,,1,1,,1,FALSE,5,,5.7,,6.25,,35.6,,1.5,,3.5,,169,,717,,0,,19.7,,19.7,,3.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.24,,0.36,,0,,0.6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.33,,4,,8.5,,7,,15.5,,0,,0,,2,,0,,4000,,11,,200,,50,,2000,,80,,230,,1290,,20,,0,,20,,5,,8,,630,,4,,0.53,,24,Yes
2601,APPLES EATING RAW FLESH & SKIN WEIGHED WITH CORE,F,100,40A,FALSE,FALSE,,1,300,,1,FALSE,75.2,,0.1,,6.25,,0.4,,0.1,,10.5,,42,,179,,0,,1.6,,1.8,,0,,10.5,,0,,10.5,,1.5,,5.5,,3.5,,0,,0,,0,,0.02,,0.01,,0.01,,0.04,,0,,0,,0,,16,,0,,9,,14,,3,,0,,0.03,,0.02,,0.1,,0.1,,0.2,,5,,0.5,,0.1,,0,,1,,0,,1,,3,,110,,4,,4,,10,,0.1,,0,,0.1,,0.02,,0.1,,0,,0,,0.1,,0,
2602,GOOSEBERRIES CANNED IN SYRUP FRUIT ONLY,F,100,40E,FALSE,FALSE,,1,280,,1,FALSE,77.6,,0.1,,6.25,,0.7,,0.2,,18.5,,74,,315,,0,,3.2,,3.2,,0,,18.5,,9.3,,9.3,,7.5,,7.3,,3.7,,0,,0,,0,,0.01,,0.02,,0.02,,0.11,,0,,0,,0,,34,,2,,33,,0,,6,,0,,0.02,,0.02,,0.2,,0.2,,0.4,,27,,0.4,,0,,0,,4,,0,,0,,4,,125,,23,,8,,23,,0.4,,0,,0.4,,0,,0.6,,6,,0,,0.19,,0,Yes
2603,PLAIN FLOUR AFTER BAKING,R,100,1R,FALSE,FALSE,,1,1,,1,FALSE,11.6,,1.6,,5.7,,9.1,,1.4,,80.9,,352,,1501,,0,,3.4,,3.6,,80.3,,0.6,,0,,0.6,,0,,0,,0.5,,0.1,,0,,0,,0.44,,0.23,,0,,0.23,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.21,,0.04,,1.7,,2,,3.5,,0,,0.6,Yes,0.2,,0,,8,,0.3,,2,,2,,175,,96,,23,,114,,1.9,,0,,1.9,,0.15,,0.7,,143,,0,,0.7,,3,
2604,SR FLOUR AFTER BAKING,R,100,1R,FALSE,FALSE,,1,1,,1,FALSE,11.3,,1.6,,5.7,,8.9,,1.5,,79.6,,347,,1478,,0,,3.4,,4.1,,79,,0.6,,0,,0.6,,0,,0,,0.5,,0.1,,0,,0,,0.48,,0.25,,0,,0.25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.21,,0.04,,1.7,,2,,3.5,,0,,0.6,,0.2,,0,,9,,0.3,,2,,342,,190,,280,,25,,463,,1.7,,0,,1.7,,0.12,,0.8,,108,,0,,0.84,,3,
2605,BOMBAY MIX / CHEVDA,F,100,56R,FALSE,FALSE,,1,50,,1,FALSE,3.5,,3,,6.25,,18.8,,32.9,,35.1,,503,,2099,,0,,6.2,,10.6,Yes,32.8,,2.3,,0,,2.3,,0.1,,0.1,,2.2,,0,,0,,0,,4,,16.2,,0.22,,11.08,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.38,,0.1,,4.3,,3.5,,7.8,,0,,4.7,,0.5,,0,,57,,1.2,,24,,770,,770,,58,,100,,290,,3.8,,0,,3.8,,0.62,,2.5,,1410,,4,Yes,1.4,,8,Yes
2606,SODIUM BICARBONATE,F,100,50R,FALSE,FALSE,,1,1,,1,FALSE,0,,0,,6.25,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,27380,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2607,BATTER WITH COOKING LOSSES,R,100,1R,FALSE,FALSE,,1,200,,1,FALSE,56.7,,1.2,,6.1,,7.2,,3.9,,32.1,,184,,783,,0,,1.3,,,,30,,2.1,,0,,2.1,,0,,0,,0.2,,0,,1.9,,0,,1.69,,1.12,,0.03,,0.37,,0.03,,71,,37,,8,,0,,8,,0,,39,,0.59,,0.1,,0.2,,0.7,,1.7,,2.3,,0.9,,0.5,Yes,0.1,,0.8,,11,,0.5,,5,,231,,159,,95,,16,,117,,1,,0,,1,,0.07,,0.6,,405,,22,,0.27,,6,Yes
2608,POTATO OLD WITH FRYING LOSSES,R,100,39B,FALSE,FALSE,,1,1,,1,FALSE,79,,0.3,,6.25,,2.1,,0.2,,17.2,,75,,318,,0,,1.3,,1.6,,16.6,,0.6,,0,,0.6,,0.2,,0.1,,0.3,,0,,0,,0,,0.04,,0,,0.03,,0.09,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.19,,0.02,,0.6,,0.5,,1.1,,8.8,,0.1,,0.2,,0,,21,,0.3,,0,,7,,360,,5,,17,,37,,0.4,,0,,0.4,,0.08,,0.3,,66,,3,,0.1,,1,
2609,POTATO NEW WITH FRYING LOSSES,R,100,39B,FALSE,FALSE,,1,1,,1,FALSE,81.7,,0.3,,6.25,,1.7,,0.3,,16.1,,70,,298,,0,,1,,1.3,,14.8,,1.3,,0,,1.3,,0.3,,0.3,,0.7,,0,,0,,0,,0.06,,0.01,,0.03,,0.09,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.14,,0.02,,0.4,,0.4,,0.8,,12.8,,0.1,,0.4,,0,,25,,0.4,,0,,11,,320,,6,,14,,34,,0.3,,0,,0.3,,0.09,,0.2,,57,,3,,0.1,,1,
2610,EGG & CRUMB AFTER FRYING LOSS,R,100,16D,FALSE,FALSE,,1,50,,1,FALSE,41.8,,1.9,,5.97,,11.4,,5.6,,39.3,,243,,1028,,0,,1.1,,2.7,,36.8,,2.5,,0,,2.5,,0.1,,0.3,,0.2,,2,,0,,0,,1.56,,1.96,,0.08,,1.03,,0.02,,175,,63,,0,,0,,0,,0,,63,,1.58,,0.3,,0.26,,0.9,,2.8,,3.7,,0,,0.6,,0.1,,1.4,,26,,0.7,,10,,277,,168,,78,,21,,155,,1.9,,0,,1.9,,0.18,,1.1,,440,,29,,0.41,,15,
2611,EGG AFTER BAKING/BOILING,R,100,16D,FALSE,FALSE,,1,150,,1,FALSE,76.8,,2,,6.25,,12.6,,9,,0,,131,,547,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.52,,3.43,,0.13,,1.31,,0.01,,350,,126,,0,,0,,0,,0,,126,,3.15,,0.07,,0.43,,0.1,,3.4,,3.3,,0,,1.3,,0.1,,2.7,,24,,1,,20,,154,,145,,46,,13,,179,,1.7,,0,,1.7,,0.05,,1.1,,180,,50,,0.03,,23,
2613,SUGAR SYRUP,R,100,41A,FALSE,FALSE,,1,50,,1,FALSE,38.8,,0,,8.93,,0,,0,,64.3,,241,,1029,,0,,0,,0,,0,,64.3,,64.3,,0,,0,,0,,64.3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,3,,3,,1,,0,,0.1,,0,,0.1,,0.07,,0.1,,0,,0,,0,,0,
2614,COD HADDOCK WITH LOSSES,R,100,34D,FALSE,FALSE,,1,1,,1,FALSE,81.6,,2.8,,6.25,,17.5,,0.6,,0,,75,,320,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.16,,0.14,,0.08,,0.03,,0,,52,,2,,0,,0,,0,,0,,2,,0,,0.05,,0.06,,2.3,,2.6,,3.9,,0,,0.7,,0.1,,1.4,,6,,0.2,,1,,91,,322,,12,,25,,169,,0.1,,0,,0.1,,0.02,,0.3,,165,,196,,0.01,,23,
2615,CALVES LIVER WITH FRYING LOSS,R,100,28R,FALSE,FALSE,,1,1,,1,FALSE,72,,2.9,,6.25,,18.3,,3.4,,0,,104,,437,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.03,,0.59,,0.11,,0.76,,0,,370,,18800,,75,,0,,75,,0,,18813,,0.25,,0.18,,2.02,,12.5,,4.3,,15.1,,14.9,,0.2,,0.4,,54.4,,153,,6.7,,39,,71,,310,,6,,20,,322,,11.5,,4.6,,6.9,,20.5,,14.2,,85,,12,,0.24,,22,
2617,CABBAGE WHITE BOILED,F,100,37D,FALSE,FALSE,,1,250,,1,FALSE,93.2,,0.2,,6.25,,1,,0.2,,2.2,,14,,60,,0,,1.5,,1.7,,0.1,,2.1,,0,,2.1,,1,,0.9,,0.2,,0,,0,,0,,0.03,,0.02,,0.06,,0.05,,0,,0,,0,,40,,0,,40,,0,,7,,0,,0.03,,0.01,,0.1,,0.2,,0.3,,20,,0.2,,0.1,,0,,14,,0.1,,0,,11,Yes,98,,26,,3,,19,,0.3,,0,,0.3,,0.01,,0.1,,8,Yes,2,,0.2,,0,
2618,PEAS MUSHY BOILED NOT CANNED,F,100,37A,FALSE,FALSE,,1,180,,1,FALSE,76.5,,0.9,,6.25,,5.8,,0.7,,13.8,,81,,345,,0,,1.8,,2.7,Yes,10.7,,3.1,,0,,3.1,,0,,0,,1.6,,0,,0,,1.4,,0.1,Yes,0.15,Yes,0.04,Yes,0.27,Yes,0,,0,,0,,60,Yes,4,Yes,58,Yes,0,Yes,10,Yes,0,,0.1,Yes,0.04,Yes,0.9,,0.6,,1.5,Yes,0,,0.3,,0.1,Yes,0,,11,Yes,0,Yes,0,,340,,170,,14,,22,,100,,1.3,,0,,1.3,,0.11,,0.7,,490,,2,Yes,0.2,,0,
2619,CHICKEN FLESH WITH LOSSES,R,100,27B,FALSE,FALSE,,1,1,,1,FALSE,66.8,,3.1,,6.25,,19.1,,13.8,,0,,201,,835,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.87,,6.57,,0.38,,1.93,,0.19,,100,,25,,0,,0,,0,,0,,25,,0.6,,0.09,,0.2,,4.2,,2.3,,5.8,,0,,0.1,,0.2,,0,,9,,0.8,,2,,70,,320,,7,,22,,140,,0.7,,0.3,,0.4,,0.05,,1.1,,85,,8,,0.01,,8,
2620,FRUIT PIE FILLING CANNED BLACKCURRANT,F,100,40R,FALSE,FALSE,,1,300,,1,FALSE,79.5,,0.1,,6.25,,0.4,,0,,20.1,,77,,328,,0,,1,,1.6,,5.5,,14.6,,12.9,Yes,1.7,Yes,5.2,,5.5,,3.9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,17,,0,,17,,0,,3,,0,,0.01,,0.01,,0.2,,0.1,,0.3,,42.7,,0.5,Yes,0,,0,,3,,0,,0,,43,,84,,30,,5,,15,,1,,0,,1,,0.02,,0,,45,,3,Yes,0.1,,0,
